ITEM_ID,ITEM_NAME,CATEGORY_L1,USER_ID
c4a3ded4-0004-49dd-9f98-542bb6d71f2c,Groovy Earrings,jewelry,2088
5449ebf6-1579-4fdc-8e02-7f631d2cdfbd,Toothbrush,beauty,2088
d58cc491-e8ad-4f31-b6d5-4bcf417b40bd,Ultracool Necklace,jewelry,2088
641f3960-72a7-4e2b-be69-8a7539eb50bb,Lotion,beauty,2088
b55e794f-1137-4de2-bcea-806041e080e6,Visit China,books,194
2a372402-5ea1-42cb-b374-0f6c10200fcc,Visit Greece,books,194
589823cc-89f2-4bd5-8cab-e89478f530ea,Thai Cuisine,books,194
7ef35f21-5d7d-4608-a3ea-63252c3ceaeb,Camera,electronics,194
c0abd282-4bc0-4bbd-936a-9b5ad0c2eeb7,Practical Cable,electronics,194
ac099a60-9187-4d4f-97b4-6bdfb14ba521,Visit Iceland,books,194
62206a61-b821-47ea-be0c-c4fbf57e091e,Visit Mexico,books,194
b740e07e-f890-4ace-8c97-4dc4cf1d173b,French Cuisine,books,194
a228856e-ed94-48e3-9af3-575d20565bde,Turkish Cuisine,books,194
9cc46ed9-287c-4ce8-bdb5-8e1fed177dd5,Italian Cuisine,books,194
8c84a139-aabd-47d6-a5aa-87510a8d5ae9,Set,tools,733
ba0c2cb6-26b8-488f-81ad-0fa52eb04940,Axe,tools,733
6c5a41f0-8df6-4279-802e-f06d00c0fb0e,Saw,tools,733
11c35f7b-ae6f-4291-92a0-0741ce3bdbb0,Drill,tools,733
56e24d72-d09a-4ec5-8da9-d840c9f4795f,Set,tools,733
36671dac-7e57-46ee-a00f-99a7224d61d2,Knife,tools,733
a14039e2-c624-42cd-a9a8-91919953eac8,Set,tools,733
64759ab3-34a0-4f00-ae1a-1dc68b490774,Drill,tools,733
277b9636-f9d4-46f7-9910-6a794f478740,Wrench,tools,733
e9771bb4-cac0-45b4-9e7f-9928ea597e4d,Saw,tools,733
9530f9fb-ebbe-4da4-9530-d728053c23ca,Cool Glasses,accessories,4734
f95a0ee3-8ab6-4061-bef2-3578c6b5b7f0,Black Backpack,accessories,4734
b3ac3191-20ee-491c-8a24-42e0889152ef,Toothbrush,beauty,4734
b87da3f8-9a3e-417d-abd7-16329c5be1ba,Luxurious Soap,beauty,4734
83095a08-2968-4275-a375-4fab404df7ac,Razor,beauty,4734
fe96a096-a0b6-4b20-a332-e11db6c0c7b0,Soft Towel,beauty,4734
90946422-31ea-4dd1-8651-a9e3a122bcf6,Dark Slate Gray Backpack,accessories,4734
01b24cde-af53-4629-b7f0-0965f795b870,Sienna Backpack,accessories,4734
62206a61-b821-47ea-be0c-c4fbf57e091e,Visit Mexico,books,4734
5858c342-2d79-4abe-91b4-d794c16b96d1,Nice Towel,beauty,4734
a74abb1e-026e-43ea-a5ba-233cdd114637,Groovy Bracelet,jewelry,965
e0667c61-6f47-4481-a0a0-beaf734e477a,Nail Varnish for Conquerors of Hearts,beauty,965
2056c1e4-773f-4765-82e0-dedf83eefb10,Dapper Necklace,jewelry,965
b87da3f8-9a3e-417d-abd7-16329c5be1ba,Luxurious Soap,beauty,965
ab228b40-f692-4662-9986-6d8184dda20b,Beauty Balm,beauty,965
692ce7b7-54ec-422e-b40f-cd9967475263,Lip Balm,beauty,965
b41f8f1f-3874-4fa9-8a6e-d9b65a2902df,Swell Bracelet,jewelry,965
c4a3ded4-0004-49dd-9f98-542bb6d71f2c,Groovy Earrings,jewelry,965
6d5b3f03-ade6-42f7-969d-acd1f2162332,Razor,beauty,965
f1458cf0-e8a8-46f8-981a-5e0b74c87e92,dapper Necklace,jewelry,965
e0667c61-6f47-4481-a0a0-beaf734e477a,Nail Varnish for Conquerors of Hearts,beauty,2681
7cfd10d1-ff92-4513-b688-0ee179deaaef,Deep Disguise Concealer,beauty,2681
b87da3f8-9a3e-417d-abd7-16329c5be1ba,Luxurious Soap,beauty,2681
7d359a18-e81a-450b-beb1-db85aa699629,Intense Matte Lipstick,beauty,2681
83095a08-2968-4275-a375-4fab404df7ac,Razor,beauty,2681
ab228b40-f692-4662-9986-6d8184dda20b,Beauty Balm,beauty,2681
fe96a096-a0b6-4b20-a332-e11db6c0c7b0,Soft Towel,beauty,2681
5858c342-2d79-4abe-91b4-d794c16b96d1,Nice Towel,beauty,2681
641f3960-72a7-4e2b-be69-8a7539eb50bb,Lotion,beauty,2681
03685e08-6d30-4e4e-a85e-9e525894c9ea,Gangster-Girl Lipstick,beauty,2681
94710642-7b99-4d19-b637-6c445b3e3e1d,Indoor Plant,floral,2546
2b1a78db-aab8-41e1-b8e4-9582c886124b,Rich Towel,beauty,2546
e588910b-a9fb-4717-a2c0-5c476505b5d2,Wedding Wreath,floral,2546
a58cc0a2-d54f-4e5a-85e7-e8c530592b76,Hammer,tools,2546
600e0db0-302f-49c6-b038-a872442894fb,Drill,tools,2546
89b22997-f0a4-4846-9683-2d10f65bb45a,Hammer,tools,2546
d184be83-f8ff-4da0-b4d1-3294a8ff3b22,Mixed Arrangement,floral,2546
3c9976f4-b16d-4a09-b4e9-4f33da92a7e7,White Plates,housewares,2546
c9eed2f3-8275-47a6-b485-166162262c70,Beauty Cream,beauty,2546
47549d7f-6352-4128-8e48-dbb838cd3b4c,Hammer,tools,2546
